activity_period,operating_airline,operating_airline_iata_code,geo_summary,geo_region,adjusted_passenger_count,year,month
200508,Independence Air,DH,Domestic,US,9191,2005,August
200508,Independence Air,DH,Domestic,US,9850,2005,August
200508,Japan Airlines,JL,International,Asia,9296,2005,August
200508,Japan Airlines,JL,International,Asia,7913,2005,August
200508,KLM Royal Dutch Airlines,KL,International,Europe,9666,2005,August
200508,KLM Royal Dutch Airlines,KL,International,Europe,9881,2005,August
200508,Korean Air Lines,KE,International,Asia,8856,2005,August
200508,Korean Air Lines,KE,International,Asia,7164,2005,August
200508,Lufthansa German Airlines,LH,International,Europe,21512,2005,August
200508,Lufthansa German Airlines,LH,International,Europe,21881,2005,August
200508,Mesa Airlines,YV,Domestic,US,2725,2005,August
200508,Mesa Airlines,YV,Domestic,US,2546,2005,August
200508,Mexicana Airlines,MX,International,Mexico,7156,2005,August
200508,Mexicana Airlines,MX,International,Mexico,5946,2005,August
200508,Midwest Airlines,YX,Domestic,US,1552,2005,August
200508,Midwest Airlines,YX,Domestic,US,3382,2005,August
200508,Northwest Airlines,NW,Domestic,US,56501,2005,August
200508,Northwest Airlines,NW,Domestic,US,56674,2005,August
200508,Northwest Airlines,NW,International,Asia,7107,2005,August
200508,Northwest Airlines,NW,International,Asia,6522,2005,August
200508,Philippine Airlines,PR,International,Asia,12856,2005,August
200508,Philippine Airlines,PR,International,Asia,8718,2005,August
200508,Singapore Airlines,SQ,International,Asia,19192,2005,August
200508,Singapore Airlines,SQ,International,Asia,17118,2005,August
200508,SkyWest Airlines,OO,Domestic,US,7052,2005,August
200508,SkyWest Airlines,OO,Domestic,US,6652,2005,August
200508,SkyWest Airlines,OO,Domestic,US,102899,2005,August
200508,SkyWest Airlines,OO,Domestic,US,103188,2005,August
200508,SkyWest Airlines,OO,International,Canada,3672,2005,August
200508,SkyWest Airlines,OO,International,Canada,3570,2005,August
200508,Sun Country Airlines,SY,Domestic,US,4720,2005,August
200508,Sun Country Airlines,SY,Domestic,US,4717,2005,August
200508,TACA,TA,International,Central America,7357,2005,August
200508,TACA,TA,International,Central America,5128,2005,August
200508,US Airways,US ,Domestic,US,42622,2005,August
200508,US Airways,US ,Domestic,US,44508,2005,August
200508,US Airways,US ,Domestic,US,40712,2005,August
200508,US Airways,US ,Domestic,US,40322,2005,August
200508,United Airlines,UA,Domestic,US,61872,2005,August
200508,United Airlines,UA,Domestic,US,61768,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Domestic,US,55842,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Domestic,US,27930,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Domestic,US,56087,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Domestic,US,26098,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Domestic,US,1352,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Domestic,US,420430,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Domestic,US,398135,2005,August
200508,United Airlines - Pre 07/01/2013,UA,Domestic,US,23170,2005,August
200508,United Airlines - Pre 07/01/2013,UA,International,Asia,79131,2005,August
200508,United Airlines - Pre 07/01/2013,UA,International,Asia,68861,2005,August
200508,United Airlines - Pre 07/01/2013,UA,International,Asia,8118,2005,August
200508,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,8903,2005,August
200508,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,7874,2005,August
200508,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,2950,2005,August
200508,United Airlines - Pre 07/01/2013,UA,International,Canada,13895,2005,August
200508,United Airlines - Pre 07/01/2013,UA,International,Canada,12145,2005,August
200508,United Airlines - Pre 07/01/2013,UA,International,Europe,29236,2005,August
200508,United Airlines - Pre 07/01/2013,UA,International,Europe,29920,2005,August
200508,United Airlines - Pre 07/01/2013,UA,International,Europe,1726,2005,August
200508,United Airlines - Pre 07/01/2013,UA,International,Mexico,9397,2005,August
200508,United Airlines - Pre 07/01/2013,UA,International,Mexico,9275,2005,August
200508,United Airlines - Pre 07/01/2013,UA,International,Mexico,156,2005,August
200508,Virgin Atlantic,VS,International,Europe,10685,2005,August
200508,Virgin Atlantic,VS,International,Europe,11072,2005,August
200508,WestJet Airlines,WS,International,Canada,2300,2005,August
200508,WestJet Airlines,WS,International,Canada,2251,2005,August
200509,ATA Airlines,TZ,Domestic,US,17341,2005,September
200509,ATA Airlines,TZ,Domestic,US,18541,2005,September
200509,ATA Airlines,TZ,Domestic,US,8824,2005,September
200509,Air Canada ,AC,International,Canada,24473,2005,September
200509,Air Canada ,AC,International,Canada,26120,2005,September
200509,Air China,CA,International,Asia,4416,2005,September
200509,Air China,CA,International,Asia,4568,2005,September
200509,Air France,AF,International,Europe,10731,2005,September
200509,Air France,AF,International,Europe,11337,2005,September
200509,Air New Zealand,NZ,International,Australia / Oceania,4565,2005,September
200509,Air New Zealand,NZ,International,Australia / Oceania,4295,2005,September
200509,AirTran Airways,FL,Domestic,US,7057,2005,September
200509,AirTran Airways,FL,Domestic,US,6806,2005,September
200509,Alaska Airlines,AS,Domestic,US,31117,2005,September
200509,Alaska Airlines,AS,Domestic,US,33742,2005,September
200509,Alaska Airlines,AS,Domestic,US,7686,2005,September
200509,Alaska Airlines,AS,International,Canada,6635,2005,September
200509,Alaska Airlines,AS,International,Canada,7783,2005,September
200509,Alaska Airlines,AS,International,Canada,322,2005,September
200509,Alaska Airlines,AS,International,Mexico,5446,2005,September
200509,Alaska Airlines,AS,International,Mexico,7674,2005,September
200509,Alaska Airlines,AS,International,Mexico,3008,2005,September
200509,All Nippon Airways,NH,International,Asia,5875,2005,September
200509,All Nippon Airways,NH,International,Asia,5960,2005,September
200509,American Airlines,AA,Domestic,US,135043,2005,September
200509,American Airlines,AA,Domestic,US,135944,2005,September
200509,American Eagle Airlines,MQ,Domestic,US,4240,2005,September
200509,American Eagle Airlines,MQ,Domestic,US,4166,2005,September
200509,Asiana Airlines,OZ,International,Asia,4792,2005,September
200509,Asiana Airlines,OZ,International,Asia,5140,2005,September
200509,BelAir Airlines,4T,International,Europe,108,2005,September
200509,BelAir Airlines,4T,International,Europe,315,2005,September
200509,British Airways,BA,International,Europe,20455,2005,September
200509,British Airways,BA,International,Europe,20635,2005,September
200509,Cathay Pacific,CX,International,Asia,8370,2005,September
200509,Cathay Pacific,CX,International,Asia,9874,2005,September
200509,China Airlines,CI,International,Asia,9154,2005,September
200509,China Airlines,CI,International,Asia,9486,2005,September
200509,Delta Air Lines,DL,Domestic,US,17291,2005,September
200509,Delta Air Lines,DL,Domestic,US,68347,2005,September
200509,Delta Air Lines,DL,Domestic,US,17453,2005,September
200509,Delta Air Lines,DL,Domestic,US,67160,2005,September
200509,EVA Airways,BR,International,Asia,9931,2005,September
200509,EVA Airways,BR,International,Asia,10752,2005,September
200509,Frontier Airlines,F9,Domestic,US,13426,2005,September
200509,Frontier Airlines,F9,Domestic,US,12989,2005,September
200509,Hawaiian Airlines,HA,Domestic,US,7735,2005,September
200509,Hawaiian Airlines,HA,Domestic,US,7624,2005,September
200509,Horizon Air ,QX,Domestic,US,4648,2005,September
200509,Horizon Air ,QX,Domestic,US,4401,2005,September
200509,Icelandair,FI,International,Europe,1996,2005,September
200509,Icelandair,FI,International,Europe,1677,2005,September
200509,Independence Air,DH,Domestic,US,5218,2005,September
200509,Independence Air,DH,Domestic,US,5503,2005,September
200509,Japan Airlines,JL,International,Asia,7087,2005,September
200509,Japan Airlines,JL,International,Asia,8264,2005,September
200509,KLM Royal Dutch Airlines,KL,International,Europe,9562,2005,September
200509,KLM Royal Dutch Airlines,KL,International,Europe,9513,2005,September
200509,Korean Air Lines,KE,International,Asia,4344,2005,September
200509,Korean Air Lines,KE,International,Asia,3448,2005,September
200509,Lufthansa German Airlines,LH,International,Europe,20535,2005,September
200509,Lufthansa German Airlines,LH,International,Europe,21379,2005,September
200509,Mesa Airlines,YV,Domestic,US,1781,2005,September
200509,Mesa Airlines,YV,Domestic,US,1751,2005,September
200509,Mexicana Airlines,MX,International,Mexico,3986,2005,September
200509,Mexicana Airlines,MX,International,Mexico,4823,2005,September
200509,Midwest Airlines,YX,Domestic,US,2913,2005,September
200509,Midwest Airlines,YX,Domestic,US,2867,2005,September
200509,Northwest Airlines,NW,Domestic,US,48138,2005,September
200509,Northwest Airlines,NW,Domestic,US,47061,2005,September
200509,Northwest Airlines,NW,International,Asia,5857,2005,September
200509,Northwest Airlines,NW,International,Asia,5615,2005,September
200509,Philippine Airlines,PR,International,Asia,8323,2005,September
200509,Philippine Airlines,PR,International,Asia,7875,2005,September
200509,Singapore Airlines,SQ,International,Asia,15259,2005,September
200509,Singapore Airlines,SQ,International,Asia,14251,2005,September
200509,SkyWest Airlines,OO,Domestic,US,6356,2005,September
200509,SkyWest Airlines,OO,Domestic,US,6666,2005,September
200509,SkyWest Airlines,OO,Domestic,US,96832,2005,September
200509,SkyWest Airlines,OO,Domestic,US,95008,2005,September
200509,SkyWest Airlines,OO,International,Canada,3581,2005,September
200509,SkyWest Airlines,OO,International,Canada,3457,2005,September
200509,Sun Country Airlines,SY,Domestic,US,3686,2005,September
200509,Sun Country Airlines,SY,Domestic,US,3592,2005,September
200509,TACA,TA,International,Central America,3790,2005,September
200509,TACA,TA,International,Central America,3529,2005,September
200509,US Airways,US ,Domestic,US,35942,2005,September
200509,US Airways,US ,Domestic,US,36632,2005,September
200509,US Airways,US ,Domestic,US,34782,2005,September
200509,US Airways,US ,Domestic,US,34761,2005,September
200509,United Airlines,UA,Domestic,US,50133,2005,September
200509,United Airlines,UA,Domestic,US,49094,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Domestic,US,50351,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Domestic,US,24678,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Domestic,US,50235,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Domestic,US,23767,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Domestic,US,966,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Domestic,US,357533,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Domestic,US,360563,2005,September
200509,United Airlines - Pre 07/01/2013,UA,Domestic,US,16542,2005,September
200509,United Airlines - Pre 07/01/2013,UA,International,Asia,63027,2005,September
200509,United Airlines - Pre 07/01/2013,UA,International,Asia,62403,2005,September
200509,United Airlines - Pre 07/01/2013,UA,International,Asia,6326,2005,September
200509,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,8048,2005,September
200509,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,7750,2005,September
200509,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,2528,2005,September
200509,United Airlines - Pre 07/01/2013,UA,International,Canada,12095,2005,September
200509,United Airlines - Pre 07/01/2013,UA,International,Canada,10220,2005,September
200509,United Airlines - Pre 07/01/2013,UA,International,Canada,20,2005,September
200509,United Airlines - Pre 07/01/2013,UA,International,Europe,28093,2005,September
200509,United Airlines - Pre 07/01/2013,UA,International,Europe,29928,2005,September
200509,United Airlines - Pre 07/01/2013,UA,International,Europe,1518,2005,September
200509,United Airlines - Pre 07/01/2013,UA,International,Mexico,5191,2005,September
200509,United Airlines - Pre 07/01/2013,UA,International,Mexico,5123,2005,September
200509,United Airlines - Pre 07/01/2013,UA,International,Mexico,192,2005,September
200509,Virgin Atlantic,VS,International,Europe,11084,2005,September
200509,Virgin Atlantic,VS,International,Europe,11623,2005,September
200509,WestJet Airlines,WS,International,Canada,2050,2005,September
200509,WestJet Airlines,WS,International,Canada,1997,2005,September
200510,ATA Airlines,TZ,Domestic,US,17698,2005,October
200510,ATA Airlines,TZ,Domestic,US,19983,2005,October
200510,ATA Airlines,TZ,Domestic,US,11508,2005,October
200510,Air Canada ,AC,International,Canada,22176,2005,October
200510,Air Canada ,AC,International,Canada,22780,2005,October
200510,Air China,CA,International,Asia,4329,2005,October
200510,Air China,CA,International,Asia,4715,2005,October
200510,Air France,AF,International,Europe,10515,2005,October
200510,Air France,AF,International,Europe,10796,2005,October
200510,Air New Zealand,NZ,International,Australia / Oceania,3178,2005,October
200510,Air New Zealand,NZ,International,Australia / Oceania,4766,2005,October
200510,AirTran Airways,FL,Domestic,US,6680,2005,October
200510,AirTran Airways,FL,Domestic,US,6999,2005,October
200510,Alaska Airlines,AS,Domestic,US,29388,2005,October
200510,Alaska Airlines,AS,Domestic,US,33214,2005,October
200510,Alaska Airlines,AS,Domestic,US,8318,2005,October
200510,Alaska Airlines,AS,International,Canada,5168,2005,October
200510,Alaska Airlines,AS,International,Canada,6093,2005,October
200510,Alaska Airlines,AS,International,Canada,1586,2005,October
200510,Alaska Airlines,AS,International,Mexico,5940,2005,October
200510,Alaska Airlines,AS,International,Mexico,9998,2005,October
200510,Alaska Airlines,AS,International,Mexico,5546,2005,October
200510,All Nippon Airways,NH,International,Asia,5669,2005,October
200510,All Nippon Airways,NH,International,Asia,6001,2005,October
200510,American Airlines,AA,Domestic,US,138090,2005,October
200510,American Airlines,AA,Domestic,US,138552,2005,October
200510,American Eagle Airlines,MQ,Domestic,US,4669,2005,October
200510,American Eagle Airlines,MQ,Domestic,US,4524,2005,October
200510,Asiana Airlines,OZ,International,Asia,4674,2005,October
200510,Asiana Airlines,OZ,International,Asia,5409,2005,October
200510,British Airways,BA,International,Europe,19453,2005,October
200510,British Airways,BA,International,Europe,18988,2005,October
200510,Cathay Pacific,CX,International,Asia,9571,2005,October
200510,Cathay Pacific,CX,International,Asia,11106,2005,October
200510,China Airlines,CI,International,Asia,8919,2005,October
200510,China Airlines,CI,International,Asia,10254,2005,October
200510,Delta Air Lines,DL,Domestic,US,21516,2005,October
200510,Delta Air Lines,DL,Domestic,US,62701,2005,October
200510,Delta Air Lines,DL,Domestic,US,20904,2005,October
200510,Delta Air Lines,DL,Domestic,US,63704,2005,October
200510,EVA Airways,BR,International,Asia,10122,2005,October
200510,EVA Airways,BR,International,Asia,11311,2005,October
200510,Frontier Airlines,F9,Domestic,US,12585,2005,October
200510,Frontier Airlines,F9,Domestic,US,12490,2005,October
200510,Hawaiian Airlines,HA,Domestic,US,7556,2005,October
200510,Hawaiian Airlines,HA,Domestic,US,6962,2005,October
200510,Horizon Air ,QX,Domestic,US,4470,2005,October
200510,Horizon Air ,QX,Domestic,US,4096,2005,October
200510,Icelandair,FI,International,Europe,809,2005,October
200510,Icelandair,FI,International,Europe,975,2005,October
200510,Independence Air,DH,Domestic,US,4550,2005,October
200510,Independence Air,DH,Domestic,US,4446,2005,October
200510,Japan Airlines,JL,International,Asia,7147,2005,October
200510,Japan Airlines,JL,International,Asia,7924,2005,October
200510,KLM Royal Dutch Airlines,KL,International,Europe,9383,2005,October
200510,KLM Royal Dutch Airlines,KL,International,Europe,9113,2005,October
200510,Korean Air Lines,KE,International,Asia,4115,2005,October
200510,Korean Air Lines,KE,International,Asia,3812,2005,October
200510,Lufthansa German Airlines,LH,International,Europe,20840,2005,October
200510,Lufthansa German Airlines,LH,International,Europe,19478,2005,October
200510,Mesa Airlines,YV,Domestic,US,1502,2005,October
200510,Mesa Airlines,YV,Domestic,US,1735,2005,October
200510,Mexicana Airlines,MX,International,Mexico,5011,2005,October
200510,Mexicana Airlines,MX,International,Mexico,7101,2005,October
200510,Miami Air International,GL,International,Canada,28,2005,October
200510,Midwest Airlines,YX,Domestic,US,1594,2005,October
200510,Midwest Airlines,YX,Domestic,US,2984,2005,October
200510,Northwest Airlines,NW,Domestic,US,46907,2005,October
200510,Northwest Airlines,NW,Domestic,US,48977,2005,October
200510,Northwest Airlines,NW,International,Asia,6229,2005,October
200510,Northwest Airlines,NW,International,Asia,6559,2005,October
200510,Philippine Airlines,PR,International,Asia,11573,2005,October
200510,Philippine Airlines,PR,International,Asia,10360,2005,October
200510,Singapore Airlines,SQ,International,Asia,14694,2005,October
200510,Singapore Airlines,SQ,International,Asia,17250,2005,October
200510,SkyWest Airlines,OO,Domestic,US,6658,2005,October
200510,SkyWest Airlines,OO,Domestic,US,6553,2005,October
200510,SkyWest Airlines,OO,Domestic,US,102254,2005,October
200510,SkyWest Airlines,OO,Domestic,US,101134,2005,October
200510,SkyWest Airlines,OO,International,Canada,3719,2005,October
200510,SkyWest Airlines,OO,International,Canada,3508,2005,October
200510,Sun Country Airlines,SY,Domestic,US,3508,2005,October
200510,Sun Country Airlines,SY,Domestic,US,3448,2005,October
200510,TACA,TA,International,Central America,3527,2005,October
200510,TACA,TA,International,Central America,4037,2005,October
200510,US Airways,US ,Domestic,US,38737,2005,October
200510,US Airways,US ,Domestic,US,37680,2005,October
200510,US Airways,US ,Domestic,US,36058,2005,October
200510,US Airways,US ,Domestic,US,34562,2005,October
200510,United Airlines,UA,Domestic,US,52157,2005,October
200510,United Airlines,UA,Domestic,US,52204,2005,October
200510,United Airlines - Pre 07/01/2013,UA,Domestic,US,56427,2005,October
200510,United Airlines - Pre 07/01/2013,UA,Domestic,US,24678,2005,October
200510,United Airlines - Pre 07/01/2013,UA,Domestic,US,56155,2005,October
200510,United Airlines - Pre 07/01/2013,UA,Domestic,US,23767,2005,October
200510,United Airlines - Pre 07/01/2013,UA,Domestic,US,966,2005,October
200510,United Airlines - Pre 07/01/2013,UA,Domestic,US,355551,2005,October
200510,United Airlines - Pre 07/01/2013,UA,Domestic,US,355445,2005,October
200510,United Airlines - Pre 07/01/2013,UA,Domestic,US,16542,2005,October
200510,United Airlines - Pre 07/01/2013,UA,International,Asia,63128,2005,October
200510,United Airlines - Pre 07/01/2013,UA,International,Asia,68237,2005,October
200510,United Airlines - Pre 07/01/2013,UA,International,Asia,6708,2005,October
200510,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,6280,2005,October
